IMPACT_CATEGORY_ID,IMPACT_METHOD_ID,IMPACT_CATEGORY_NAME,IMPACT_CATEGORY_NAME_IN_METHOD
a53da31e-70c8-42bb-a5d0-f9cf301fda9d,6e67b147-f0eb-48eb-bc09-0260d78a8f59,ionising radiation no LT,
72704935-7f5a-4fab-b7aa-fad9e65069f1,0310cf09-b06f-45ef-af69-b5a41880170d,ecotoxicity: marine,Marine ecotoxicity
fd49ca9a-ee40-4fab-9153-9e3ea59d53a4,81928238-d7ba-45fc-9f28-af354c2b7dd3,land use no LT,
7511be12-423c-439f-94dc-4067c3c3fdac,be309eb5-a03c-4546-9608-81b504e08735,ecotoxicity: terrestrial,Terrestrial ecotoxicity
a165eadd-6881-48cd-bbd6-efe06f35de1b,1b75e464-5938-4fbb-abc6-c15790d99ea7,material resources: metals/minerals no LT,
7f1cac14-6f30-4653-a607-4a9454fd0ac2,b19894fe-e19c-41ed-9819-6d0053d02b98,ecotoxicity: freshwater (EF v3.1),
4b941d50-0a16-4830-8682-84a7989fc0d8,9f706f7a-3b76-47f8-ad14-c97d61c06e63,human toxicity no LT,human toxicity (HTP inf)
8b6ff7cc-0310-4727-8523-9ff90110f8d2,73998dad-83a3-4212-b61d-ec1a50ce5898,"energy resources: renewable, biomass",
73c22282-73bf-4bb1-ae9c-87362149173d,1bdce405-4884-4dea-ba55-397eba6ed51e,"ecotoxicity: freshwater, inorganics","Ecotoxicity, freshwater_inorganics"
3b49543f-0bf2-4227-96d8-55bfb700bfef,208ef1bf-6c80-401e-b773-54f0960c09d9,"ecotoxicity: freshwater, organics no LT","Ecotoxicity, freshwater_organics"
18b98978-d365-47be-8bd7-6c879bf545a8,f1d1c1a0-8ecf-441c-8576-a18d463df41b,"human toxicity: non-carcinogenic, organics","Human toxicity, non-cancer_organics"
648141ee-a884-4101-bc1b-fa7d4e8079f1,ac3b6c62-8053-4725-9756-07064cfcc810,material resources: metals no LT,abiotic resources
1d1a6538-38af-474d-adeb-9ff9011116ff,1dc61e56-76cb-474b-91b5-9ff9011116ff,nuclear,
b0f2c522-9c8f-4de2-a5de-680bfaba0843,6aa69c4d-9315-4ec7-802b-22e5ce740ea4,emissions to water,Water pollutants
97adbcb1-ccd5-4830-9f0f-8cccda3b8891,6aa69c4d-9315-4ec7-802b-22e5ce740ea4,ozone depletion,Ozone layer depletion
439e78f3-179e-4174-8172-1c478d8bd93d,11e3b622-f745-4742-ad90-57c3efeef416,climate change,
10a69245-7493-4791-a4d1-b04420564958,b42b5d7d-371c-4c00-a601-cf9572670e00,total: ecosystem quality no LT,
3d26c489-ff63-457f-a377-29516746c30c,dccd97fd-bfe2-4ff9-8616-50a835ddc2f0,ecosystem quality,Terrestrial ecosystems
4607c2f1-2051-4b47-8a40-d93c23f3f6b1,dccd97fd-bfe2-4ff9-8616-50a835ddc2f0,ecosystem quality,Freshwater ecosystems
d4a13925-bfc5-4925-9149-b1c25fc2ec7b,dccd97fd-bfe2-4ff9-8616-50a835ddc2f0,ecosystem quality,Freshwater ecosystems
bd319943-b13b-483e-8e2b-9726e18c9016,e1ba87fc-66bd-4be7-8b09-e4d14da279be,ecosystem quality no LT,
8e5ce9da-fcd2-4b0f-a0e7-3c3cd55927fb,e1ba87fc-66bd-4be7-8b09-e4d14da279be,ecosystem quality no LT,
9bf021dd-cfc7-4e43-946d-f66e634c6aee,e1ba87fc-66bd-4be7-8b09-e4d14da279be,ecosystem quality no LT,
23496746-6058-46fd-8009-58d4cc7183d5,4d9ac60a-73ab-40cf-bc71-d967ef59865e,ecosystem quality,Terrestrial ecosystems
fb8898e1-5cc3-4e4b-8ad9-a6b354c40115,48197fde-fc9e-4563-8eb0-6ea9a5598a5c,ecosystem quality no LT,
0ce7907e-c97d-4960-b482-c0e73e6908d0,3b556c4d-862e-4fef-b735-ce7bd31a0217,"energy resources: non-renewable, fossil",Fossil resource scarcity
36e5727b-297b-4a78-babf-609aceea9ac5,3b556c4d-862e-4fef-b735-ce7bd31a0217,material resources: metals/minerals,Mineral resource scarcity
de7df118-0c7f-4eed-8d67-1af967c96273,6e67b147-f0eb-48eb-bc09-0260d78a8f59,ecotoxicity: marine no LT,
8e97f0da-00c5-46fa-ba69-789e56718462,6e67b147-f0eb-48eb-bc09-0260d78a8f59,ecotoxicity: terrestrial no LT,
4fb64b5c-163a-42b8-b15e-d9d71488c886,be309eb5-a03c-4546-9608-81b504e08735,climate change,Climate change
80f84fa3-e0ca-4ce2-bad4-2e4ca532e4aa,be309eb5-a03c-4546-9608-81b504e08735,human toxicity: non-carcinogenic,Human toxicity: non-cancer
e467ee1d-64ee-4827-bc08-7227b5126a7c,be309eb5-a03c-4546-9608-81b504e08735,material resources: metals/minerals,Mineral resource scarcity
8f375f46-7033-4aed-a49c-3561b556ee43,24cd9adc-bbf8-49bc-a452-7f57073d7c6f,acidification no LT,
5d9f7ec3-3e8c-4657-bc12-ec2b0d8a6592,2866e7bc-b77a-4e03-bd91-811890e254c0,total use of non-renewable primary energy resources (primary energy and primary energy resources used as raw materials),
4f35f291-4ffb-460f-a34e-920bcfdf14c2,2866e7bc-b77a-4e03-bd91-811890e254c0,use of renewable primary energy resources used as raw materials,
2c218c32-1d71-4662-9cab-1a2093ffd938,1bdce405-4884-4dea-ba55-397eba6ed51e,climate change: land use and land use change,Climate change-Land use and land use change
fd7056ac-0622-4a2d-abc2-dd05cfcee446,208ef1bf-6c80-401e-b773-54f0960c09d9,climate change no LT,Climate change
e8d5c261-30b8-4bf8-a78e-4e329bbaa090,f1d1c1a0-8ecf-441c-8576-a18d463df41b,ozone depletion,Ozone depletion
2023122a-2e95-498f-80eb-78495239ae1c,11e3b622-f745-4742-ad90-57c3efeef416,climate change,
2a1141af-017c-46d8-b13c-1edf66b0eb2f,167c6bac-650c-4413-adfe-9f93b2b22488,"climate change: biogenic (excl. CO2, incl. SLCFs)",climate change
29d53354-ddd5-4f7c-aedd-6f61d1d47c9f,167c6bac-650c-4413-adfe-9f93b2b22488,climate change: removals from direct land use change,climate change
5b274ea6-2c42-48cf-bf30-2d04a0c5c363,e57693cf-ed07-416c-8831-58f044f1bd76,climate change: fossil emissions (excl. aircraft emissions) no LT,climate change
33aaea91-4500-4399-bb9b-5f4d4f4c2b5f,25583383-5a50-4fbf-9850-c9f2d57607b5,emissions to air,
2bc665ab-5162-4b84-8fd8-1024fa282b5b,25583383-5a50-4fbf-9850-c9f2d57607b5,emissions to water,
abff8d29-c074-44d1-8f45-3920b219efbe,87a57579-d6c4-477c-a327-f863804a15aa,ecosystem quality,Terrestrial ecosystems
4715db1f-10d4-4d14-89f8-8c32c19358c5,87a57579-d6c4-477c-a327-f863804a15aa,human health,Human health
1470035a-06db-4bb4-9ecd-b12826751d10,b42b5d7d-371c-4c00-a601-cf9572670e00,ecosystem quality no LT,
448d9ad9-7eee-406c-947f-a61a851f594e,dccd97fd-bfe2-4ff9-8616-50a835ddc2f0,total: ecosystem quality,
817babc4-353f-468c-9325-343277fb7697,e1ba87fc-66bd-4be7-8b09-e4d14da279be,ecosystem quality no LT,
1543e81b-9d73-4a1c-a067-17fd7bb2eb8d,e1ba87fc-66bd-4be7-8b09-e4d14da279be,human health no LT,
069c2cdf-9f50-4b8f-a7fd-648f493643db,4d9ac60a-73ab-40cf-bc71-d967ef59865e,ecosystem quality,Freshwater ecosystems
9f6c0619-7122-4275-8a54-33d1231b5815,48197fde-fc9e-4563-8eb0-6ea9a5598a5c,ecosystem quality no LT,
8492da46-6599-463f-b2cf-63212f55d30e,48197fde-fc9e-4563-8eb0-6ea9a5598a5c,total: human health no LT,
268c3203-9bab-4471-ad2b-148af21983b2,3b556c4d-862e-4fef-b735-ce7bd31a0217,ecotoxicity: terrestrial,Terrestrial ecotoxicity
fc3cc48f-65fe-47f9-a00d-627d272899f2,3b556c4d-862e-4fef-b735-ce7bd31a0217,photochemical oxidant formation: human health,Photochemical oxidant formation: human health
8aa7b920-5090-4ff0-9ac7-9d23b482cc55,6e67b147-f0eb-48eb-bc09-0260d78a8f59,ozone depletion no LT,
bdd9185f-8919-44e2-b0b8-d095bab0f71d,0310cf09-b06f-45ef-af69-b5a41880170d,human toxicity: carcinogenic,Human toxicity: cancer
3b384f80-3479-4653-b81a-69890a15327d,24cd9adc-bbf8-49bc-a452-7f57073d7c6f,ozone depletion no LT,
